1915,NORTH AMERICAN,Indigenous,MALE,38,Incarcerated,,DETERMINATE,873,ONTARIO,SINGLE,NONE
1916,OTHER,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,913,QUEBEC,DIVORCED,MUSLIM
1917,WHITE,Non Indigenous,MALE,31,Supervised,DP,DETERMINATE,1277,QUEBEC,SINGLE,CATH NON-SPEC
1918,WHITE,Non Indigenous,MALE,72,Incarcerated,,DETERMINATE,913,NEW BRUNSWICK,MARRIED,CATHOLIC - ROMA
1919,WHITE,Non Indigenous,MALE,57,Incarcerated,,DETERMINATE,3287,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
1920,WHITE,Non Indigenous,MALE,57,Incarcerated,,DETERMINATE,934,QUEBEC,SINGLE,CATH NON-SPEC
1921,WHITE,Non Indigenous,MALE,58,Incarcerated,,DETERMINATE,15214,ALBERTA,SINGLE,PROT NON-SPEC
1922,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,5113,NEW BRUNSWICK,SINGLE,NATIVE SPIRITUA
1923,WHITE,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,730,ONTARIO,SINGLE,PENTECOSTAL ASS
1924,WHITE,Non Indigenous,MALE,77,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,PROT NON-SPEC
1925,ASIATIC,Non Indigenous,MALE,44,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
1926,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,3348,QUEBEC,SINGLE,CATH NON-SPEC
1927,ASIATIC,Non Indigenous,MALE,68,Incarcerated,,DETERMINATE,8707,ONTARIO,DIVORCED,BAPTIST
1928,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,1374,ONTARIO,SINGLE,ANGLICAN(EPIS.
1929,WHITE,Non Indigenous,FEMALE,40,Supervised,FP,DETERMINATE,730,ONTARIO,SINGLE,NONE
1930,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,731,MANITOBA,COMMON LAW,NATIVE SPIRITUA
1931,FILIPINO,Non Indigenous,MALE,28,Supervised,FP,DETERMINATE,1095,MANITOBA,MARRIED,NONE
1932,WHITE,Non Indigenous,FEMALE,45,Incarcerated,,DETERMINATE,730,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
1933,S. E. ASIAN,Non Indigenous,MALE,23,Supervised,SR,DETERMINATE,1217,ONTARIO,COMMON LAW,NONE
1934,WHITE,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CATHOLIC - ROMA
1935,WHITE,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,882,QUEBEC,COMMON LAW,CATH NON-SPEC
1936,METIS,Indigenous,MALE,32,Supervised,FP,DETERMINATE,912,MANITOBA,COMMON LAW,NONE
1937,WHITE,Non Indigenous,MALE,44,Supervised,SR,DETERMINATE,1157,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
1938,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1461,ALBERTA,COMMON LAW,CATH NON-SPEC
1939,NORTH AMERICAN,Indigenous,MALE,31,Incarcerated,,DETERMINATE,2009,BRITISH COLUMBIA,COMMON LAW,NATIVE SPIRITUA
1940,WHITE,Non Indigenous,MALE,64,Supervised,FP,INDETERMINATE,0,MANITOBA,SEPARATED,PROT NON-SPEC
1941,METIS,Indigenous,MALE,31,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NONE
1942,WHITE,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,6959,BRITISH COLUMBIA,COMMON LAW,BUDDHIST
1943,NORTH AMERICAN,Indigenous,MALE,23,Supervised,SR,DETERMINATE,1550,ONTARIO,COMMON LAW,NATIVE SPIRITUA
1944,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,731,SASKATCHEWAN,SINGLE,OTHER
1945,WHITE,Non Indigenous,MALE,22,Supervised,SR,DETERMINATE,1643,ALBERTA,COMMON LAW,
1946,WHITE,Non Indigenous,MALE,44,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
1947,ARAB/WEST ASIAN,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,1826,ONTARIO,MARRIED,MUSLIM
1948,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
1949,NORTH AMERICAN,Indigenous,MALE,32,Incarcerated,,DETERMINATE,3744,BRITISH COLUMBIA,COMMON LAW,CHRI NON SPEC
1950,BLACK,Non Indigenous,MALE,46,Supervised,SR,DETERMINATE,2007,ONTARIO,COMMON LAW,CHRI NON SPEC
1951,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,2130,BRITISH COLUMBIA,SINGLE,MUSLIM
1952,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,2526,ALBERTA,SINGLE,NONE
1953,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,2441,SASKATCHEWAN,SINGLE,NONE
1954,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,11550,ONTARIO,SINGLE,PAGAN
1955,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,1651,SASKATCHEWAN,COMMON LAW,
1956,WHITE,Non Indigenous,MALE,45,Supervised,SR,DETERMINATE,913,ONTARIO,SEPARATED,UNITED CHURCH
1957,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1201,QUEBEC,SINGLE,ANGLICAN(EPIS.
1958,METIS,Indigenous,MALE,37,Incarcerated,,DETERMINATE,3471,ALBERTA,COMMON LAW,CATH NON-SPEC
1959,WHITE,Non Indigenous,MALE,58,Supervised,FP,INDETERMINATE,0,ONTARIO,COMMON LAW,PROT NON-SPEC
1960,WHITE,Non Indigenous,MALE,27,Supervised,FP,DETERMINATE,1397,BRITISH COLUMBIA,COMMON LAW,NONE
1961,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,912,QUEBEC,SINGLE,CATH NON-SPEC
1962,NORTH AMERICAN,Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,OTHER
1963,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,1645,ALBERTA,SINGLE,OTHER
1964,WHITE,Non Indigenous,MALE,51,Incarcerated,,DETERMINATE,1187,MANITOBA,MARRIED,CATHOLIC - ROMA
1965,NORTH AMERICAN,Indigenous,MALE,21,Supervised,SR,DETERMINATE,1279,ONTARIO,NOT DETERMINED,
1966,WHITE,Non Indigenous,MALE,43,Incarcerated,,DETERMINATE,1116,QUEBEC,SINGLE,CATH NON-SPEC
1967,WHITE,Non Indigenous,MALE,56,Incarcerated,,DETERMINATE,912,QUEBEC,SINGLE,CATH NON-SPEC
1968,METIS,Indigenous,MALE,29,Incarcerated,,DETERMINATE,2088,ONTARIO,SINGLE,CHRI NON SPEC
1969,WHITE,Non Indigenous,MALE,51,Incarcerated,,DETERMINATE,5478,QUEBEC,DIVORCED,PROT NON-SPEC
1970,BLACK,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,1431,ONTARIO,COMMON LAW,CATHOLIC - ROMA
1971,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,2192,QUEBEC,COMMON LAW,NONE
1972,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1589,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
1973,WHITE,Non Indigenous,MALE,33,Supervised,FP,DETERMINATE,1279,ALBERTA,MARRIED,CATHOLIC - ROMA
1974,WHITE,Non Indigenous,MALE,46,Supervised,DP,DETERMINATE,2041,QUEBEC,SINGLE,CATH NON-SPEC
1975,NORTH AMERICAN,Indigenous,MALE,67,Incarcerated,,DETERMINATE,2922,ALBERTA,SINGLE,OTHER
1976,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,4791,BRITISH COLUMBIA,SINGLE,NONE
1977,WHITE,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,1782,ONTARIO,SINGLE,CHRI NON SPEC
1978,LATIN AMERICAN,Non Indigenous,MALE,46,Supervised,DP,DETERMINATE,3468,ALBERTA,DIVORCED,
1979,WHITE,Non Indigenous,MALE,59,Supervised,DP,DETERMINATE,730,BRITISH COLUMBIA,COMMON LAW,CHRI NON SPEC
1980,NORTH AMERICAN,Indigenous,MALE,38,Incarcerated,,DETERMINATE,2679,ONTARIO,COMMON LAW,NATIVE SPIRITUA
1981,WHITE,Non Indigenous,MALE,53,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
1982,NORTH AMERICAN,Indigenous,MALE,45,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
1983,BLACK,Non Indigenous,MALE,33,Supervised,SR,DETERMINATE,2311,ONTARIO,COMMON LAW,MUSLIM
1984,NORTH AMERICAN,Indigenous,MALE,48,Incarcerated,,DETERMINATE,1826,SASKATCHEWAN,UNKNOWN,
1985,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1128,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
1986,ASI-E/SOUTHEAST,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,730,ONTARIO,COMMON LAW,BUDDHIST
1987,WHITE,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,6041,QUEBEC,SINGLE,MUSLIM
1988,WHITE,Non Indigenous,MALE,52,Supervised,FP,DETERMINATE,1461,QUEBEC,MARRIED,CATH NON-SPEC
1989,,Non Indigenous,FEMALE,24,Incarcerated,,DETERMINATE,730,SASKATCHEWAN,SINGLE,
1990,WHITE,Non Indigenous,MALE,29,Supervised,SR,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
1991,BLACK,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,2191,ONTARIO,COMMON LAW,RASTAFARIAN
1992,WHITE,Non Indigenous,MALE,28,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NONE
1993,NORTH AMERICAN,Indigenous,MALE,37,Incarcerated,,DETERMINATE,850,ONTARIO,SINGLE,CATHOLIC - ROMA
1994,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,972,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
1995,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,3652,QUEBEC,COMMON LAW,PROT NON-SPEC
1996,BLACK,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,2327,ONTARIO,COMMON LAW,CHRI NON SPEC
1997,WHITE,Non Indigenous,MALE,39,Supervised,LTSO,DETERMINATE,730,ONTARIO,SINGLE,NONE
1998,WHITE,Non Indigenous,MALE,61,Supervised,SR,DETERMINATE,1581,ONTARIO,MARRIED,CATHOLIC - ROMA
1999,S. E. ASIAN,Non Indigenous,MALE,46,Supervised,SR,DETERMINATE,730,ONTARIO,MARRIED,SIKH
2000,,Non Indigenous,MALE,20,Incarcerated,,DETERMINATE,1461,SASKATCHEWAN,UNKNOWN,
2001,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1399,ALBERTA,SINGLE,CHRI NON SPEC
2002,WHITE,Non Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,UNITED CHURCH
2003,WHITE,Non Indigenous,MALE,36,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,JUDAISM
2004,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,1664,SASKATCHEWAN,SINGLE,
2005,METIS,Indigenous,MALE,37,Supervised,SR,DETERMINATE,3197,MANITOBA,COMMON LAW,ANGLICAN(EPIS.
2006,WHITE,Non Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NOT STATED
2007,WHITE,Non Indigenous,MALE,60,Supervised,FP,DETERMINATE,730,QUEBEC,DIVORCED,CATH NON-SPEC
2008,S. E. ASIAN,Non Indigenous,MALE,40,Supervised,DP,INDETERMINATE,0,ONTARIO,MARRIED,NONE
2009,WHITE,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,ONTARIO,UNKNOWN,CATHOLIC - ROMA
2010,WHITE,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,731,ONTARIO,COMMON LAW,NONE
2011,WHITE,Non Indigenous,MALE,23,Supervised,FP,DETERMINATE,2373,ONTARIO,SINGLE,NONE
2012,ARAB/WEST ASIAN,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,2637,ONTARIO,COMMON LAW,MUSLIM
2013,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,730,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
2014,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,INDETERMINATE,0,MANITOBA,COMMON LAW,MUSLIM
2015,WHITE,Non Indigenous,MALE,50,Supervised,DP,INDETERMINATE,0,ONTARIO,SINGLE,CATHOLIC - ROMA
2016,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,1432,ONTARIO,SINGLE,MUSLIM
2017,WHITE,Non Indigenous,MALE,42,Supervised,SR,DETERMINATE,2557,ONTARIO,SEPARATED,CATHOLIC - ROMA
2018,WHITE,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,731,SASKATCHEWAN,UNKNOWN,
2019,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,1961,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
2020,S. E. ASIAN,Non Indigenous,MALE,43,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,WIDOW(ER),CHRISTIAN & MIS
2021,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,3377,BRITISH COLUMBIA,COMMON LAW,NONE
2022,BLACK,Non Indigenous,FEMALE,52,Supervised,FP,DETERMINATE,4145,ONTARIO,SINGLE,CHRISTIAN & MIS
2023,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,913,QUEBEC,SINGLE,CATH NON-SPEC
2024,WHITE,Non Indigenous,MALE,64,Supervised,FP,DETERMINATE,1828,ALBERTA,MARRIED,PROT NON-SPEC
2025,SOUTH ASIAN,Non Indigenous,MALE,39,Supervised,FP,INDETERMINATE,0,ALBERTA,SINGLE,BUDDHIST
2026,,Non Indigenous,MALE,24,Supervised,FP,DETERMINATE,730,ALBERTA,UNKNOWN,
2027,WHITE,Non Indigenous,MALE,23,Incarcerated,,DETERMINATE,2891,ONTARIO,SINGLE,NONE
2028,WHITE,Non Indigenous,MALE,32,Supervised,SR,DETERMINATE,1326,ALBERTA,COMMON LAW,CATH NON-SPEC
2029,ARAB/WEST ASIAN,Non Indigenous,MALE,32,Incarcerated,,INDETERMINATE,0,ONTARIO,MARRIED,CATHOLIC - ROMA
2030,WHITE,Non Indigenous,MALE,29,Supervised,SR,DETERMINATE,730,QUEBEC,SINGLE,MUSLIM
2031,BLACK,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,730,QUEBEC,MARRIED,MUSLIM
2032,WHITE,Non Indigenous,MALE,49,Supervised,SR,DETERMINATE,851,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
2033,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,878,MANITOBA,COMMON LAW,MUSLIM
2034,WHITE,Non Indigenous,MALE,58,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,NONE
2035,METIS,Indigenous,MALE,44,Supervised,DP,DETERMINATE,2375,BRITISH COLUMBIA,COMMON LAW,NONE
2036,WHITE,Non Indigenous,MALE,25,Supervised,DP,DETERMINATE,1814,ONTARIO,COMMON LAW,CHRI NON SPEC
2037,WHITE,Non Indigenous,MALE,53,Supervised,FP,DETERMINATE,1977,QUEBEC,COMMON LAW,CATH NON-SPEC
2038,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1992,QUEBEC,SINGLE,CATH NON-SPEC
2039,WHITE,Non Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,NONE
2040,WHITE,Non Indigenous,MALE,56,Supervised,FP,INDETERMINATE,0,NOVA SCOTIA,MARRIED,PROT NON-SPEC
2041,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,1145,QUEBEC,MARRIED,CATH NON-SPEC
2042,WHITE,Non Indigenous,MALE,33,Supervised,SR,DETERMINATE,2800,MANITOBA,COMMON LAW,CATHOLIC - ROMA
2043,WHITE,Non Indigenous,MALE,50,Supervised,FP,INDETERMINATE,0,ALBERTA,MARRIED,PROT NON-SPEC
2044,WHITE,Non Indigenous,MALE,47,Incarcerated,,INDETERMINATE,0,NOVA SCOTIA,SINGLE,SALVATION ARMY
2045,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1958,QUEBEC,COMMON LAW,NONE
2046,WHITE,Non Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,ONTARIO,DIVORCED,BAPTIST
2047,WHITE,Non Indigenous,MALE,68,Supervised,DP,DETERMINATE,1095,ALBERTA,MARRIED,MORMON (LATTER
2048,WHITE,Non Indigenous,MALE,60,Supervised,FP,DETERMINATE,1583,QUEBEC,SINGLE,CATH NON-SPEC
2049,WHITE,Non Indigenous,MALE,63,Incarcerated,,DETERMINATE,6557,ONTARIO,MARRIED,PENTECOSTAL (4
2050,BLACK,Non Indigenous,MALE,29,Supervised,FP,DETERMINATE,1369,ALBERTA,SINGLE,CHRI NON SPEC
2051,WHITE,Non Indigenous,MALE,30,Supervised,DP,DETERMINATE,1095,ALBERTA,COMMON LAW,CATHOLIC - ROMA
2052,NORTH AMERICAN,Indigenous,MALE,47,Incarcerated,,DETERMINATE,1734,MANITOBA,SINGLE,NATIVE SPIRITUA
2053,WHITE,Non Indigenous,MALE,34,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,CHRISTIAN & MIS
2054,WHITE,Non Indigenous,MALE,34,Supervised,SR,DETERMINATE,2221,BRITISH COLUMBIA,COMMON LAW,OTHER
2055,METIS,Indigenous,MALE,32,Incarcerated,,DETERMINATE,3496,MANITOBA,SINGLE,NONE
2056,WHITE,Non Indigenous,MALE,61,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,ATHEIST
2057,WHITE,Non Indigenous,MALE,54,Incarcerated,,DETERMINATE,1461,QUEBEC,DIVORCED,CATH NON-SPEC
2058,WHITE,Non Indigenous,MALE,29,Supervised,SR,DETERMINATE,1461,ONTARIO,COMMON LAW,NONE
2059,WHITE,Non Indigenous,MALE,70,Supervised,FP,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
2060,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,1826,QUEBEC,SINGLE,CATH NON-SPEC
2061,WHITE,Non Indigenous,MALE,65,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
2062,SOUTH ASIAN,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,731,ONTARIO,SINGLE,SIKH
2063,BLACK,Non Indigenous,MALE,30,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,HINDU
2064,WHITE,Non Indigenous,MALE,29,Incarcerated,,INDETERMINATE,0,ALBERTA,COMMON LAW,PAGAN
2065,WHITE,Non Indigenous,MALE,59,Supervised,FP,INDETERMINATE,0,ONTARIO,MARRIED,JUDAISM
2066,BLACK,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,2314,ONTARIO,SINGLE,OTHER
2067,NORTH AMERICAN,Indigenous,MALE,57,Supervised,FP,INDETERMINATE,0,ONTARIO,MARRIED,PROT NON-SPEC
2068,WHITE,Non Indigenous,MALE,62,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
2069,,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,UNKNOWN,
2070,NORTH AMERICAN,Indigenous,MALE,57,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,WIDOW(ER),CATH NON-SPEC
2071,NORTH AMERICAN,Indigenous,FEMALE,33,Supervised,SR,DETERMINATE,730,ONTARIO,SINGLE,
2072,WHITE,Non Indigenous,MALE,29,Supervised,FP,DETERMINATE,2039,NEW BRUNSWICK,COMMON LAW,CATHOLIC - ROMA
2073,WHITE,Non Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,
2074,WHITE,Non Indigenous,MALE,45,Supervised,DP,DETERMINATE,730,QUEBEC,SINGLE,CATH NON-SPEC
2075,WHITE,Non Indigenous,FEMALE,21,Incarcerated,,DETERMINATE,919,ONTARIO,SINGLE,CATH NON-SPEC
2076,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1612,QUEBEC,COMMON LAW,CATH NON-SPEC
2077,WHITE,Non Indigenous,MALE,46,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,CATHOLIC - ROMA
2078,WHITE,Non Indigenous,FEMALE,39,Incarcerated,,DETERMINATE,1583,QUEBEC,SINGLE,CATHOLIC - ROMA
2079,WHITE,Non Indigenous,MALE,41,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NONE
2080,WHITE,Non Indigenous,MALE,30,Supervised,FP,DETERMINATE,1065,QUEBEC,SINGLE,CATH NON-SPEC
2081,WHITE,Non Indigenous,MALE,39,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
2082,ARAB/WEST ASIAN,Non Indigenous,MALE,28,Incarcerated,,INDETERMINATE,0,QUEBEC,UNKNOWN,
2083,BLACK,Non Indigenous,MALE,23,Supervised,SR,DETERMINATE,760,QUEBEC,SINGLE,SEVENTH DAY ADV
2084,WHITE,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,2191,ONTARIO,COMMON LAW,PROT NON-SPEC
2085,METIS,Indigenous,MALE,23,Incarcerated,,DETERMINATE,1004,MANITOBA,SINGLE,NONE
2086,ARAB/WEST ASIAN,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,3349,ONTARIO,MARRIED,SIKH
2087,BLACK,Non Indigenous,MALE,51,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,RASTAFARIAN
2088,WHITE,Non Indigenous,MALE,40,Supervised,FP,DETERMINATE,730,MANITOBA,MARRIED,CATHOLIC - ROMA
2089,WHITE,Non Indigenous,MALE,32,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
2090,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,2587,NEW BRUNSWICK,SINGLE,CATH NON-SPEC
2091,WHITE,Non Indigenous,MALE,61,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,UNITED CHURCH
2092,INUIT,Indigenous,MALE,29,Incarcerated,,DETERMINATE,1006,BRITISH COLUMBIA,SINGLE,MORAVIAN
2093,FILIPINO,Non Indigenous,MALE,28,Supervised,DP,DETERMINATE,730,ALBERTA,SINGLE,CATH NON-SPEC
2094,WHITE,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
2095,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,894,QUEBEC,COMMON LAW,CATH NON-SPEC
2096,WHITE,Non Indigenous,MALE,50,Incarcerated,,DETERMINATE,1869,ONTARIO,SINGLE,PROT NON-SPEC
2097,WHITE,Non Indigenous,MALE,72,Supervised,FP,DETERMINATE,1826,NOVA SCOTIA,MARRIED,MUSLIM
2098,WHITE,Non Indigenous,MALE,42,Incarcerated,,DETERMINATE,853,ALBERTA,SINGLE,CATHOLIC - ROMA
2099,WHITE,Non Indigenous,MALE,41,Incarcerated,,DETERMINATE,1095,MANITOBA,SEPARATED,
2100,WHITE,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,731,ALBERTA,SINGLE,NONE
2101,METIS,Indigenous,MALE,34,Incarcerated,,DETERMINATE,731,ALBERTA,COMMON LAW,CATH NON-SPEC
2102,NORTH AMERICAN,Indigenous,MALE,39,Supervised,SR,DETERMINATE,1461,ONTARIO,SINGLE,CATHOLIC - ROMA
2103,NORTH AMERICAN,Indigenous,MALE,69,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,DIVORCED,CATH NON-SPEC
2104,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,791,QUEBEC,SINGLE,CATH NON-SPEC
2105,ARAB,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1918,QUEBEC,COMMON LAW,MUSLIM
2106,CHINESE,Non Indigenous,MALE,37,Supervised,FP,DETERMINATE,2741,ONTARIO,MARRIED,BUDDHIST
2107,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,730,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
2108,NORTH AMERICAN,Indigenous,MALE,31,Incarcerated,,DETERMINATE,968,ONTARIO,COMMON LAW,NATIVE SPIRITUA
2109,NORTH AMERICAN,Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,MANITOBA,COMMON LAW,NATIVE SPIRITUA
2110,METIS,Indigenous,MALE,27,Supervised,DP,DETERMINATE,1065,MANITOBA,SINGLE,CHRI NON SPEC
2111,WHITE,Non Indigenous,MALE,48,Supervised,SR,DETERMINATE,2922,BRITISH COLUMBIA,COMMON LAW,NONE
2112,WHITE,Non Indigenous,MALE,68,Incarcerated,,DETERMINATE,5479,ALBERTA,COMMON LAW,CATHOLIC - ROMA
2113,WHITE,Non Indigenous,MALE,84,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
2114,WHITE,Non Indigenous,MALE,55,Incarcerated,,DETERMINATE,1308,QUEBEC,COMMON LAW,CATH NON-SPEC
2115,WHITE,Non Indigenous,MALE,57,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,BUDDHIST
2116,WHITE,Non Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CHRISTIAN REFOR
2117,METIS,Indigenous,MALE,37,Incarcerated,,DETERMINATE,1826,MANITOBA,SINGLE,NONE
2118,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1461,QUEBEC,COMMON LAW,NONE
2119,NORTH AMERICAN,Indigenous,MALE,20,Supervised,SR,DETERMINATE,822,ALBERTA,SINGLE,NONE
2120,ASIAN-SOUTH,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,2403,ONTARIO,MARRIED,SIKH
2121,CHINESE,Non Indigenous,MALE,25,Supervised,FP,DETERMINATE,1280,ALBERTA,SINGLE,NONE
2122,WHITE,Non Indigenous,MALE,50,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,CATH NON-SPEC
2123,WHITE,Non Indigenous,MALE,21,Incarcerated,,DETERMINATE,3017,QUEBEC,SINGLE,CATH NON-SPEC
2124,WHITE,Non Indigenous,MALE,40,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,NONE
2125,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1141,ALBERTA,SINGLE,CATHOLIC - ROMA
2126,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,1948,NOVA SCOTIA,SINGLE,CATH NON-SPEC
2127,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,760,QUEBEC,SINGLE,CATH NON-SPEC
